Κατηγορία,Λιανική,Τίτλος,Ποσότητα,Υλικά,Κρυμμένο Πεδίο,Κωδικός,Price,Price (ΦΠΑ),Status,Επιλογή Πιάτου Match,Food Cost,Food Cost (ΦΠΑ),Packaging Cost,Packaging Cost (ΦΠΑ),Old Product Cost,Product Cost,Product Cost (ΦΠΑ),Product Cost/ Price,Price - Product Cost,Food Cost/Price,Packaging Cost/ Price,Θερμίδες,Υδατάνθρακες,Πρωτεϊνη,Λιπαρά,Image,Image
Μαγειρευτά,ΟΧΙ,Λαχανοντολμάδες με κιμά μανιταριών και αυγολέμονο,Λαχανοντολμάδες με κιμά μανιταριών (280γρ),"Λάχανο, Καρότο, Σέλερι, Πράσο, Πλιγούρι, Μανιτάρι, Κρεμμύδι, Μαϊντανός, Ρύζι, Σκόρδο, Άνηθος, Φρυγανιά, Αυγό",Λαχανοντολμάδες με κιμά μανιταριών (280γρ),262-2,6.99,7.90,OK,"Λαχανοντολμάδες με κιμά μανιταριών (280γρ),  Σάλτσα αυγολέμονο (για λαχανοντολμάδες) (100γρ)",1.06,1.20,0.14,0.17,1.20,1.20,1.37,17.17%,€5.79,15.16%,2.00%,608,55,13,39,https://drive.google.com/file/d/1nZ_u_ZDZvYfcKwjUwuA5YDxt8kDN0TSA/view?usp=sharing,https://drive.google.com/file/d/1nZ_u_ZDZvYfcKwjUwuA5YDxt8kDN0TSA/view?usp=sharing
Μαγειρευτά,ΝΑΙ,Λαχανοντολμάδες με κιμά μανιταριών και αυγολέμονο,Λαχανοντολμάδες με κιμά μανιταριών (350γρ),"Λάχανο, Καρότο, Σέλερι, Πράσο, Πλιγούρι, Μανιτάρι, Κρεμμύδι, Μαϊντανός, Ρύζι, Σκόρδο, Άνηθος, Φρυγανιά, Αυγό",Λαχανοντολμάδες με κιμά μανιταριών (350γρ),262-3,7.88,8.90,OK,"Λαχανοντολμάδες με κιμά μανιταριών (350γρ),  Σάλτσα αυγολέμονο (για λαχανοντολμάδες) (100γρ)",1.22,1.38,0.14,0.17,1.36,1.36,1.55,17.26%,€6.52,15.48%,1.78%,675,62,14,43,https://drive.google.com/file/d/1nZ_u_ZDZvYfcKwjUwuA5YDxt8kDN0TSA/view?usp=sharing,https://drive.google.com/file/d/1nZ_u_ZDZvYfcKwjUwuA5YDxt8kDN0TSA/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Λαχανοντολμάδες με κιμά μανιταριών και αυγολέμονο,Λαχανοντολμάδες με κιμά μανιταριών (420γρ),"Λάχανο, Καρότο, Σέλερι, Πράσο, Πλιγούρι, Μανιτάρι, Κρεμμύδι, Μαϊντανός, Ρύζι, Σκόρδο, Άνηθος, Φρυγανιά, Αυγό",Λαχανοντολμάδες με κιμά μανιταριών (420γρ),262-4,8.76,9.90,OK,"Λαχανοντολμάδες με κιμά μανιταριών (420γρ),  Σάλτσα αυγολέμονο (για λαχανοντολμάδες) (100γρ)",1.39,1.57,0.14,0.17,1.53,1.53,1.74,17.47%,€7.23,15.87%,1.60%,741,69,15,47,https://drive.google.com/file/d/1nZ_u_ZDZvYfcKwjUwuA5YDxt8kDN0TSA/view?usp=sharing,https://drive.google.com/file/d/1nZ_u_ZDZvYfcKwjUwuA5YDxt8kDN0TSA/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (280γρ), Φέτα light (30γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (280γρ), Φέτα light (30γρ)",112-1,6.11,6.90,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (280γρ), Φέτα τυρί, light (30γρ)",0.80,0.90,0.20,0.25,1.00,1.00,1.15,16.33%,€5.11,13.09%,3.24%,304,45,11,10,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (280γρ), Φέτα light (60γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (280γρ), Φέτα light (60γρ)",112-2,6.55,7.40,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (280γρ), Φέτα τυρί, light (60γρ)",1.31,1.48,0.20,0.25,1.51,1.51,1.73,23.02%,€5.04,20.00%,3.02%,353,45,16,13,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (380γρ), Φέτα light (30γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (380γρ), Φέτα light (30γρ)",112-3,6.55,7.40,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (380γρ), Φέτα τυρί, light (30γρ)",0.90,1.02,0.20,0.25,1.10,1.10,1.26,16.76%,€5.45,13.74%,3.02%,395,61,12,12,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (380γρ), Φέτα light (60γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (380γρ), Φέτα light (60γρ)",112-4,6.99,7.90,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (380γρ), Φέτα τυρί, light (60γρ)",1.41,1.59,0.20,0.25,1.61,1.61,1.84,23.00%,€5.38,20.17%,2.83%,444,61,18,15,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (380γρ), Φέτα light (90γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (380γρ), Φέτα light (90γρ)",112-5,7.43,8.40,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (380γρ), Φέτα τυρί, light (90γρ)",1.92,2.17,0.20,0.25,2.12,2.12,2.41,28.50%,€5.31,25.84%,2.66%,493,61,24,19,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (460γρ), Φέτα light (30γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (460γρ), Φέτα light (30γρ)",112-6,7.43,8.40,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (460γρ), Φέτα τυρί, light (30γρ)",0.99,1.12,0.20,0.25,1.19,1.19,1.36,15.99%,€6.24,13.32%,2.66%,467,74,14,14,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΝΑΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (460γρ), Φέτα light (60γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (460γρ), Φέτα light (60γρ)",112-7,7.88,8.90,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (460γρ), Φέτα τυρί, light (60γρ)",1.50,1.70,0.20,0.25,1.70,1.70,1.94,21.55%,€6.18,19.04%,2.51%,516,74,19,17,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (460γρ), Φέτα light (90γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (460γρ), Φέτα light (90γρ)",112-8,8.32,9.40,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (460γρ), Φέτα τυρί, light (90γρ)",2.01,2.27,0.20,0.25,2.21,2.21,2.52,26.54%,€6.11,24.16%,2.38%,566,74,25,21,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (560γρ), Φέτα light (60γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (560γρ), Φέτα light (60γρ)",112-9,8.32,9.40,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (560γρ), Φέτα τυρί, light (60γρ)",1.60,1.81,0.20,0.25,1.80,1.80,2.05,21.61%,€6.52,19.23%,2.38%,607,90,21,19,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΟΧΙ,"Λαχανόρυζο με ντομάτα, μυρωδικά και φέτα light","Λαχανόρυζο (560γρ), Φέτα light (90γρ)","Ρύζι, Λάχανο, Κρεμμύδι, Σκόρδο, Ντομάτα, Φρέσκο κρεμμυδάκι, Μαϊντανός, Chili πιπεριά, Φέτα light","Λαχανόρυζο (560γρ), Φέτα light (90γρ)",112-10,8.76,9.90,OK,"Λαχανόρυζο με ντομάτα και μυρωδικά (560γρ), Φέτα τυρί, light (90γρ)",2.11,2.38,0.20,0.25,2.31,2.31,2.63,26.34%,€6.45,24.09%,2.26%,657,90,27,23,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing,https://drive.google.com/file/d/13Jlf0R3p7Wgi94XB7Acipdp9oEGHvM2G/view?usp=sharing
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (120γρ), Ρύζι (60γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (120γρ), Ρύζι (60γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-1,7.43,8.40,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (120γρ), Ρύζι (60γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",2.16,2.44,0.14,0.17,2.30,2.30,2.61,30.96%,€5.13,29.07%,1.88%,470,22,40,24,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (120γρ), Ρύζι (120γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (120γρ), Ρύζι (120γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-2,7.88,8.90,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (120γρ), Ρύζι (120γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",2.23,2.52,0.14,0.17,2.37,2.37,2.69,30.08%,€5.51,28.30%,1.78%,562,38,41,26,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (120γρ), Ρύζι (180γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (120γρ), Ρύζι (180γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-3,8.32,9.40,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (120γρ), Ρύζι (180γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",2.29,2.59,0.14,0.17,2.43,2.43,2.76,29.21%,€5.89,27.52%,1.68%,654,53,43,29,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (150γρ), Ρύζι (60γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (150γρ), Ρύζι (60γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-4,8.32,9.40,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (150γρ), Ρύζι (60γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",2.51,2.84,0.14,0.17,2.65,2.65,3.01,31.85%,€5.67,30.17%,1.68%,528,22,47,27,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (150γρ), Ρύζι (120γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (150γρ), Ρύζι (120γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-5,8.76,9.90,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (150γρ), Ρύζι (120γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",2.58,2.92,0.14,0.17,2.72,2.72,3.09,31.05%,€6.04,29.45%,1.60%,620,38,48,30,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (150γρ), Ρύζι (180γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (150γρ), Ρύζι (180γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-6,9.20,10.40,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (150γρ), Ρύζι (180γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",2.64,2.98,0.14,0.17,2.78,2.78,3.16,30.22%,€6.42,28.70%,1.52%,712,53,50,32,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (180γρ), Ρύζι (120γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (180γρ), Ρύζι (120γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-7,9.20,10.40,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (180γρ), Ρύζι (120γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",2.93,3.31,0.14,0.17,3.07,3.07,3.48,33.37%,€6.13,31.85%,1.52%,677,38,56,33,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΝΑΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (180γρ), Ρύζι (180γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (180γρ), Ρύζι (180γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-8,9.65,10.90,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (180γρ), Ρύζι (180γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",2.99,3.38,0.14,0.17,3.13,3.13,3.55,32.44%,€6.52,30.98%,1.45%,769,53,57,35,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (180γρ), Ρύζι (240γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (180γρ), Ρύζι (240γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-9,10.09,11.40,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (180γρ), Ρύζι (240γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",3.05,3.45,0.14,0.17,3.19,3.19,3.62,31.62%,€6.90,30.23%,1.39%,861,68,58,38,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (210γρ), Ρύζι (120γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (210γρ), Ρύζι (120γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-10,10.09,11.40,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (210γρ), Ρύζι (120γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",3.28,3.71,0.14,0.17,3.42,3.42,3.88,33.89%,€6.67,32.51%,1.39%,734,38,63,36,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
Μαγειρευτά,ΟΧΙ,Λεμονάτη τηγανιά κοτόπουλο με ρύζι basmati ,"Κοτόπουλο μπούτι (210γρ), Ρύζι (180γρ)","Κοτόπουλο, Κίτρινη πιπεριά, Κόκκινη πιπεριά, Πορτοκαλί πιπεριά, Κρεμμύδι, Μέλι, Σκόρδο, Ζωμός λαχανικών, Μαϊντανός, Ρύζι","Κοτόπουλο μπούτι (210γρ), Ρύζι (180γρ), Λεμονάτη σάλτσα με πιπεριές (100γρ)",329-11,10.53,11.90,OK,"Κοτόπουλο μπούτι, μαγειρεμένο (210γρ), Ρύζι (180γρ), Λεμονάτη τηγανιά κοτόπουλο (100γρ)",3.34,3.77,0.14,0.17,3.48,3.48,3.95,33.05%,€7.05,31.72%,1.33%,826,53,64,38,https://drive.google.com/file/d/1Tqhb9rZ9YJw3CQoQ20XDSNqzYb5vxxC_/view?usp=sharing,
